customer_id,product_id,purchase_date,rating,price
a5dec682-5ec9-4df5-bc6e-8cb852290dfb,a17f4196-191b-4313-9497-e2212d98bbe3,2020-09-01,1,47.33439125979297
7f65d1aa-0e7c-4475-9d10-58debd941387,27cec37b-3103-4c7f-9ee1-a7ba890016a7,2021-10-27,2,43.9051066649438
418a5ef6-62ef-4413-83eb-7096f20500d9,f6521351-5f1b-4ba1-9e76-d47e4438f477,2022-07-11,3,20.943526807076328
8de56536-5a26-42c5-a077-5853fc18dca7,a37da465-5d9d-4cb4-a190-0074bd8aced3,2020-03-26,3,50.63375617789974
0a128704-01fe-4f53-bb8e-66e68a21298e,8d937040-680c-4402-a0ae-7f19f0848eff,2021-06-27,4,12.191880641764309
ed8554f5-bbe1-4098-8053-604e0ec57ee0,490b2f53-7118-4b25-9d93-e4d40b2b91cf,2022-02-06,1,5.114349379946448
7b91cb27-a8f4-41c8-9a09-d37998937bb0,7d10212e-68a4-4713-9e89-8f76472af9c0,2021-03-22,4,19.735542844731672
805cb8cc-9190-471c-b0e6-de51e6d5b9ec,182d11af-db10-4841-baa6-b01fd0f4cb07,2021-04-11,5,10.570398088370114
83a78937-7e3e-4a11-aeab-fa03f54925f1,30d70d5d-0ebe-452f-a27b-855e60d0ab41,2022-08-22,1,69.13682442850147
7e65f089-72e9-46af-8eaf-c3a7636b061a,883be3a5-57a7-479b-b8fb-421d5929af14,2024-07-05,1,53.638424184633124
a052caf4-eb24-4542-93b9-b64b7ff8fc92,6843c854-5ac5-4a0c-b766-ba3ec0e6620e,2020-01-14,1,11.545613886712363
cccc4fb7-9112-4bbc-8a4b-4c80a84bf5c0,d81221df-54ff-4332-9eaf-3eaa196d18f8,2020-01-28,4,77.21177076347753
ee8c4e34-659d-4e12-9ddc-05781b4310a2,c4c3f665-e681-4bc0-8711-c1ba5ec4ecfe,2024-04-13,3,78.2024194345495
99d5d229-6aea-47d4-add0-0cb4ab3651a8,733739fd-9e47-4c59-8b8f-3d183c91855b,2022-05-15,3,99.15592306024978
c822d77d-2e06-410f-b033-3521102f8f23,5d542faf-d008-4c8f-8f55-05cf67434a13,2020-05-29,5,62.23242913896755
7825e871-93ae-4019-b84f-0ec1d480123c,595c6517-ca9f-40d5-a205-f5456b626e7d,2022-04-25,3,28.545512298661116
114ded62-231d-4b23-801e-323549150cc9,98375bc9-6df6-48ef-878f-f5dbc05a2f92,2023-04-05,4,85.07735228433141
05535244-64e0-487c-a4ff-92678d08ce1a,7ea76684-173d-4254-95f6-594ac4a8a7de,2023-01-21,3,76.6843835611304
bd5fdbf0-1562-444e-8cd4-256539842426,bde5a305-e594-4e51-aae8-447add593111,2023-04-29,5,51.452189260186
0a21befc-ce64-4d04-a965-4706eb3b3283,393c6241-2fda-4eb1-8c20-e7222ce9c0bd,2022-03-07,5,91.33065107543823
f245a781-514e-47d2-884b-566c3642674a,31385627-16e0-4f0f-9568-0341123e4e07,2020-12-06,3,76.46935231997303
0d03fbff-9832-4b00-8d0f-43162dd251ab,dcd2fcfb-bdc3-455c-a6c4-60a694f28172,2021-07-17,2,17.485538638198882
38d85a02-45cf-4c9d-a1e8-54eb6b4d5997,e2a57ca7-bd3d-4aa0-9c9d-190ad304ca04,2020-03-06,3,75.56111513677145
c7472e51-f584-4cf8-b275-5e41b895b937,665ac870-8d88-4bef-a3d8-d4683ee5d6a1,2022-02-02,3,87.61135200635572
